Date,Product_ID,Historical_Price,Competitor_Price,Demand,Day_of_Week,Season,Promotions,Holiday
2023-03-04,1001,40.28,46.75,88,4,Summer,No,Yes
2023-01-01,1001,43.68,43.61,143,3,Spring,Yes,No
2023-08-05,1001,54.55,42.15,158,5,Winter,No,No
2023-09-26,1001,37.87,37.7,187,4,Spring,No,Yes
2023-11-23,1001,41.98,42.02,192,3,Spring,No,No
2023-08-28,1001,52.88,40.96,98,3,Winter,No,No
2023-06-29,1001,44.19,46.87,130,3,Fall,No,Yes
2023-12-28,1001,38.74,44.69,86,2,Summer,No,No
2023-02-14,1001,39.3,45.2,71,1,Summer,No,No
2023-04-28,1001,43.34,43.08,84,7,Spring,Yes,No
2023-07-31,1001,38.87,38.88,204,6,Spring,No,No
2023-10-25,1001,46.05,46.0,196,6,Spring,Yes,Yes
2023-02-04,1001,36.21,42.6,137,4,Summer,No,Yes
2023-10-03,1001,54.73,43.06,200,7,Winter,Yes,Yes
2023-11-11,1001,58.58,45.49,102,3,Winter,Yes,Yes
2023-06-14,1001,39.09,39.0,140,1,Spring,Yes,Yes
2023-08-02,1001,53.89,42.39,162,1,Winter,No,No
2023-07-29,1001,52.21,40.81,138,2,Winter,No,No
2023-02-04,1001,59.1,45.83,147,3,Winter,Yes,Yes
2023-04-22,1001,57.1,44.81,174,6,Winter,No,Yes
2023-01-04,1001,37.98,39.84,169,5,Fall,Yes,Yes
2023-05-03,1001,35.45,37.4,108,3,Fall,Yes,No
2023-08-15,1001,36.31,37.85,185,7,Fall,No,No
2023-08-05,1001,40.3,40.53,164,4,Spring,Yes,Yes
2023-05-15,1001,44.63,47.25,134,3,Fall,No,No
2023-03-03,1001,42.07,42.32,198,7,Spring,Yes,Yes
2023-07-04,1001,56.99,44.46,191,1,Winter,No,Yes
2023-01-09,1001,38.25,39.87,163,6,Fall,Yes,Yes
2023-06-06,1001,39.92,42.43,106,1,Fall,Yes,No
2023-05-20,1001,42.99,45.62,194,2,Fall,Yes,Yes
2023-07-07,1001,44.65,45.09,174,7,Spring,Yes,Yes
2023-09-02,1001,35.93,42.11,199,7,Summer,No,Yes
2023-09-06,1001,36.78,42.54,103,3,Summer,No,No
2023-12-30,1001,39.25,41.74,206,6,Fall,Yes,Yes
2023-01-07,1001,51.25,39.95,78,3,Winter,Yes,No
2023-07-15,1001,52.63,41.07,61,1,Winter,No,No
2023-10-19,1001,40.99,40.62,61,3,Spring,Yes,Yes
2023-10-14,1001,43.83,46.27,175,1,Fall,Yes,No
2023-08-08,1001,38.48,40.13,193,1,Fall,Yes,Yes
2023-08-29,1001,58.68,46.37,128,3,Winter,No,Yes
2023-01-21,1001,38.3,44.22,104,6,Summer,Yes,No
2023-08-20,1001,37.03,43.24,68,5,Summer,Yes,No
2023-05-30,1001,36.38,38.59,167,7,Fall,Yes,Yes
2023-04-04,1001,32.98,38.27,181,4,Summer,No,Yes
2023-11-01,1001,45.39,44.94,154,4,Spring,Yes,Yes
2023-12-29,1001,37.86,40.08,161,3,Fall,No,Yes
2023-11-09,1001,53.8,41.66,87,4,Winter,No,No
2023-10-03,1001,45.98,46.47,68,6,Spring,Yes,Yes
2023-12-24,1001,51.11,39.44,209,6,Winter,Yes,No
2023-05-10,1001,33.19,38.68,186,4,Summer,No,No
2023-08-24,1001,39.81,46.34,112,2,Summer,Yes,Yes
2023-07-08,1001,37.82,39.81,108,4,Fall,No,Yes
2023-06-27,1001,44.59,46.51,106,5,Fall,Yes,Yes
2023-10-27,1001,40.64,47.29,71,3,Summer,Yes,Yes
2023-10-04,1001,58.13,45.38,127,4,Winter,No,Yes
2023-01-20,1001,38.8,45.14,191,5,Summer,No,Yes
2023-05-24,1001,46.68,47.03,55,7,Spring,No,Yes
2023-04-12,1001,37.68,39.35,139,4,Fall,No,Yes
2023-09-07,1002,21.13,20.77,139,3,Spring,No,Yes
2023-01-04,1002,25.06,25.13,155,2,Spring,Yes,Yes
2023-05-01,1002,21.24,25.94,105,5,Summer,Yes,Yes
2023-09-06,1002,25.44,25.04,145,3,Spring,Yes,No
2023-04-19,1002,25.6,27.19,133,7,Fall,Yes,No
2023-10-14,1002,36.12,26.78,168,5,Winter,Yes,Yes
2023-01-15,1002,21.34,22.8,178,3,Fall,No,No
2023-12-28,1002,27.91,29.41,82,3,Fall,Yes,No
2023-03-24,1002,27.38,27.2,112,2,Spring,No,Yes
2023-07-25,1002,18.12,22.22,61,4,Summer,No,Yes
2023-05-22,1002,28.62,20.55,70,1,Winter,No,Yes
2023-07-19,1002,33.71,25.53,101,4,Winter,Yes,No
2023-04-12,1002,28.08,27.7,179,6,Spring,No,No
2023-07-01,1002,36.1,27.47,191,2,Winter,No,No
2023-04-19,1002,21.66,25.98,153,3,Summer,No,No
2023-09-04,1002,22.28,22.52,184,5,Spring,No,No
2023-10-14,1002,21.66,25.83,119,2,Summer,Yes,No
2023-08-30,1002,26.25,27.26,59,6,Fall,Yes,No
2023-07-04,1002,38.88,29.05,184,5,Winter,Yes,No
2023-02-25,1002,23.75,28.15,115,5,Summer,Yes,Yes
2023-01-28,1002,19.35,20.22,86,4,Fall,No,Yes
2023-02-14,1002,19.02,23.62,94,4,Summer,No,No
2023-12-06,1002,22.31,23.29,137,1,Fall,No,No
2023-11-10,1002,28.26,20.48,168,1,Winter,No,No
2023-06-01,1002,20.82,25.0,56,7,Summer,No,Yes
2023-08-17,1002,22.63,27.31,136,6,Summer,Yes,No
2023-03-08,1002,36.98,28.13,119,3,Winter,Yes,No
2023-08-19,1002,24.65,29.33,192,3,Summer,Yes,No
2023-03-29,1002,33.66,24.91,191,4,Winter,Yes,No
2023-01-12,1002,24.11,25.73,112,7,Fall,No,Yes
2023-05-26,1002,21.06,21.27,65,5,Spring,Yes,Yes
2023-03-17,1002,18.98,20.03,55,1,Fall,No,No
2023-08-22,1002,19.58,23.68,169,1,Summer,No,Yes
2023-01-19,1002,25.43,25.78,136,1,Spring,No,Yes
2023-11-09,1002,21.12,22.42,180,4,Fall,No,No
2023-11-13,1002,18.81,22.59,116,5,Summer,Yes,Yes
2023-08-21,1002,20.82,24.67,116,6,Summer,No,Yes
2023-01-29,1002,34.64,25.98,170,6,Winter,Yes,Yes
2023-02-28,1002,24.86,26.58,155,7,Fall,No,No
2023-05-07,1002,20.32,20.6,148,5,Spring,Yes,No
2023-08-27,1002,25.42,25.79,91,1,Spring,No,Yes
2023-04-04,1002,23.55,24.01,99,4,Spring,No,No
2023-06-11,1002,21.18,21.18,138,5,Spring,No,No
2023-09-09,1002,22.83,23.85,146,5,Fall,No,No
2023-06-08,1002,27.57,28.66,73,3,Fall,Yes,No
2023-05-15,1002,33.67,24.86,135,5,Winter,Yes,Yes
2023-06-25,1002,34.45,25.76,185,4,Winter,No,No
2023-09-15,1002,24.71,25.72,122,1,Fall,Yes,Yes
2023-01-26,1002,17.33,21.62,202,6,Summer,No,No
2023-02-09,1002,32.74,23.97,160,4,Winter,No,No
2023-10-24,1002,18.51,22.46,200,7,Summer,No,No
2023-07-29,1002,26.79,27.91,127,2,Fall,No,No
2023-07-01,1002,21.62,21.61,111,5,Spring,Yes,No
2023-10-15,1002,24.75,29.32,111,4,Summer,Yes,No
2023-01-26,1002,23.92,23.47,154,2,Spring,No,Yes
2023-06-05,1002,27.74,29.19,163,1,Fall,Yes,Yes
2023-05-17,1002,25.88,27.4,166,5,Fall,Yes,No
2023-07-01,1002,39.35,29.86,151,1,Winter,No,Yes
2023-01-02,1002,21.19,20.83,136,5,Spring,Yes,Yes
2023-02-04,1002,39.05,29.29,92,6,Winter,Yes,Yes
2023-07-23,1002,29.58,22.04,109,1,Winter,Yes,Yes
2023-12-08,1002,24.06,28.72,204,6,Summer,Yes,No
2023-12-30,1002,21.95,26.71,102,3,Summer,Yes,Yes
2023-08-08,1002,21.9,26.22,146,1,Summer,No,Yes
2023-05-01,1002,36.9,27.55,126,1,Winter,Yes,Yes
2023-08-27,1002,26.37,27.82,211,6,Fall,No,No
2023-12-20,1002,23.88,28.68,112,3,Summer,No,Yes
2023-08-30,1002,23.52,25.03,172,3,Fall,Yes,Yes
2023-08-16,1002,22.73,24.06,178,5,Fall,No,No
2023-10-05,1002,21.37,26.07,196,3,Summer,Yes,Yes
2023-08-21,1002,20.24,24.59,159,2,Summer,Yes,Yes
2023-09-11,1002,20.99,21.94,85,7,Fall,Yes,Yes
2023-09-28,1002,29.04,20.74,185,6,Winter,Yes,No
2023-09-16,1002,33.11,24.85,91,7,Winter,Yes,Yes
2023-08-25,1002,29.28,21.69,109,2,Winter,No,No
2023-06-26,1002,20.67,21.16,195,6,Spring,No,No
2023-07-20,1002,33.41,25.16,158,2,Winter,Yes,Yes
2023-03-02,1002,19.82,24.39,198,3,Summer,No,Yes
2023-03-28,1002,19.55,20.91,92,2,Fall,Yes,Yes
2023-09-17,1002,35.94,26.97,84,7,Winter,No,Yes
2023-11-21,1002,33.85,25.46,189,1,Winter,No,No
2023-02-10,1002,30.85,22.96,87,1,Winter,Yes,Yes
2023-09-18,1002,23.15,24.13,94,3,Fall,No,Yes
2023-06-20,1002,33.04,24.16,112,6,Winter,Yes,Yes
2023-04-23,1002,16.8,20.22,96,1,Summer,No,No
2023-11-04,1002,27.66,19.8,95,2,Winter,No,Yes
2023-12-15,1002,21.41,25.5,89,5,Summer,Yes,No
2023-06-01,1002,21.82,25.96,108,3,Summer,No,No
2023-08-07,1002,28.3,28.69,53,4,Spring,Yes,Yes
2023-12-29,1002,21.13,21.63,64,2,Spring,Yes,Yes
2023-12-26,1002,39.05,29.55,79,2,Winter,No,No
2023-06-21,1002,23.81,28.56,72,3,Summer,Yes,Yes
2023-11-17,1002,26.58,28.42,138,3,Fall,Yes,No
2023-12-09,1002,31.6,23.72,145,7,Winter,Yes,No
2023-01-12,1002,20.1,24.53,169,1,Summer,No,No
2023-09-01,1002,21.35,20.97,105,3,Spring,Yes,No
2023-04-29,1002,24.66,24.78,119,1,Spring,No,Yes
2023-11-02,1002,28.68,21.32,82,5,Winter,No,Yes
2023-04-07,1002,16.18,20.2,147,4,Summer,Yes,No
2023-12-23,1002,19.07,19.61,111,1,Fall,Yes,No
2023-02-08,1002,26.43,27.77,82,6,Fall,Yes,Yes
2023-10-18,1002,37.04,28.27,85,5,Winter,Yes,Yes
2023-08-10,1002,23.03,22.88,137,2,Spring,No,Yes
2023-05-23,1002,20.41,20.83,96,5,Spring,No,Yes
2023-03-30,1002,24.35,28.91,143,4,Summer,No,No
2023-12-28,1002,31.36,23.26,62,6,Winter,Yes,No
2023-12-21,1002,20.48,20.5,94,1,Spring,Yes,No
2023-05-11,1002,26.79,26.35,138,4,Spring,Yes,Yes
2023-01-05,1002,29.66,21.86,189,1,Winter,No,Yes
2023-12-27,1002,20.31,21.09,161,2,Fall,Yes,Yes
2023-08-04,1002,18.22,22.29,149,4,Summer,Yes,Yes
2023-10-10,1002,38.74,29.6,111,4,Winter,Yes,Yes
2023-08-18,1002,21.09,21.83,127,5,Fall,Yes,No
2023-08-10,1002,26.29,26.75,196,2,Spring,Yes,No
2023-07-26,1002,39.0,29.82,141,2,Winter,No,No
2023-06-14,1002,24.22,25.33,114,1,Fall,Yes,No
2023-09-11,1002,19.55,20.99,104,4,Fall,No,Yes
2023-08-08,1002,36.47,27.0,88,2,Winter,Yes,Yes
2023-12-15,1002,24.38,28.93,187,4,Summer,No,Yes
2023-09-07,1002,36.26,26.87,106,7,Winter,Yes,Yes
2023-05-25,1002,22.44,22.37,190,5,Spring,Yes,Yes
2023-07-24,1002,36.01,27.42,190,4,Winter,No,No
2023-07-24,1002,23.38,23.71,121,6,Spring,No,Yes
2023-01-03,1002,24.04,24.4,109,5,Spring,Yes,Yes
2023-03-20,1002,20.05,21.06,193,6,Fall,No,Yes
2023-06-12,1002,22.36,23.44,169,5,Fall,No,No
2023-04-20,1002,21.37,21.39,98,3,Spring,Yes,Yes
2023-11-19,1002,26.97,28.09,116,6,Fall,Yes,Yes
2023-05-27,1002,29.71,22.09,134,2,Winter,No,No
2023-01-17,1002,23.89,24.24,102,3,Spring,No,No
2023-07-16,1002,21.87,22.34,84,2,Spring,Yes,Yes
2023-08-23,1002,25.54,25.39,216,6,Spring,Yes,Yes
2023-11-08,1002,22.0,22.24,74,1,Spring,Yes,No
2023-01-10,1002,37.16,27.8,159,7,Winter,Yes,No
2023-06-01,1002,22.35,27.22,114,7,Summer,No,Yes
2023-04-21,1002,27.28,26.85,78,1,Spring,Yes,Yes
2023-04-19,1002,25.07,26.58,90,1,Fall,Yes,Yes
2023-03-24,1002,28.43,20.97,199,3,Winter,Yes,Yes
2023-01-12,1002,27.67,19.76,56,6,Winter,No,No
2023-05-03,1002,21.69,25.82,63,5,Summer,No,Yes
2023-08-20,1002,22.36,23.93,157,2,Fall,No,Yes
2023-06-10,1002,24.47,24.06,207,7,Spring,No,Yes
2023-01-19,1002,27.46,19.61,135,6,Winter,Yes,No
2023-07-20,1002,19.97,20.54,199,7,Fall,No,No
2023-03-22,1002,27.11,28.26,147,3,Fall,Yes,Yes
2023-09-16,1002,21.91,26.63,132,2,Summer,No,No
2023-03-20,1002,16.78,21.08,148,5,Summer,Yes,No
2023-07-28,1002,18.75,22.71,95,7,Summer,Yes,Yes
2023-10-29,1002,27.72,29.65,182,3,Fall,Yes,No
2023-08-29,1002,21.07,21.21,122,4,Spring,No,No
2023-03-08,1002,24.52,24.81,80,5,Spring,Yes,No
2023-07-07,1002,29.31,29.52,93,7,Spring,No,No
2023-04-06,1002,27.7,27.35,150,1,Spring,No,No
2023-08-06,1002,23.14,23.08,106,2,Spring,No,No
2023-11-12,1002,23.34,27.52,108,4,Summer,No,No
2023-11-10,1002,25.71,26.21,109,4,Spring,Yes,Yes
2023-12-14,1002,25.54,26.41,88,1,Fall,No,No
2023-05-18,1002,16.62,20.93,59,6,Summer,No,Yes
2023-12-10,1002,35.44,26.66,180,6,Winter,No,No
2023-06-26,1002,24.51,25.96,121,2,Fall,Yes,Yes
2023-11-23,1002,19.41,20.17,130,7,Fall,Yes,No
2023-12-25,1002,24.15,28.44,202,6,Summer,Yes,No
2023-04-17,1002,25.19,24.98,199,1,Spring,Yes,Yes
2023-11-25,1002,24.68,28.93,129,4,Summer,Yes,No
2023-07-24,1002,24.22,23.96,96,7,Spring,Yes,Yes
2023-05-06,1002,31.06,22.79,137,3,Winter,No,Yes
2023-09-06,1002,24.22,29.33,102,7,Summer,No,Yes
2023-06-04,1002,18.54,22.79,138,6,Summer,No,No
2023-01-09,1002,20.97,24.87,150,1,Summer,No,No
2023-06-20,1002,18.32,22.09,77,4,Summer,No,No
2023-08-10,1002,22.7,24.0,91,7,Fall,Yes,Yes
2023-12-09,1002,27.84,20.02,163,4,Winter,No,No
2023-12-26,1002,19.1,22.87,126,7,Summer,No,No
2023-09-05,1002,28.45,20.65,106,3,Winter,Yes,Yes
2023-03-27,1002,28.87,29.14,112,7,Spring,Yes,No
2023-10-10,1002,22.68,22.77,128,2,Spring,Yes,Yes
2023-02-14,1002,27.06,28.42,59,1,Fall,No,No
2023-02-16,1002,22.11,23.11,116,1,Fall,Yes,No
2023-01-23,1002,38.09,28.4,152,2,Winter,No,No
2023-05-18,1002,21.64,25.76,114,7,Summer,Yes,No
2023-11-10,1002,26.84,27.89,196,7,Fall,No,Yes
2023-02-07,1002,22.23,21.95,171,5,Spring,Yes,No
2023-09-26,1002,20.33,24.32,132,6,Summer,No,Yes
2023-05-28,1002,26.66,27.0,75,6,Spring,No,No
2023-11-02,1002,20.93,24.86,187,3,Summer,Yes,No
2023-04-06,1002,39.19,29.45,94,4,Winter,Yes,Yes
2023-08-24,1002,20.11,21.47,143,4,Fall,No,No
2023-09-04,1002,16.92,20.68,150,2,Summer,No,No
2023-06-28,1002,26.73,26.9,82,4,Spring,No,Yes
2023-11-19,1002,21.54,22.21,115,3,Fall,No,No
2023-07-10,1002,16.89,21.21,103,4,Summer,Yes,Yes
2023-11-28,1002,17.23,20.75,150,5,Summer,No,Yes
2023-02-04,1002,26.29,26.0,87,5,Spring,Yes,No
2023-03-14,1002,18.98,19.78,64,2,Fall,Yes,Yes
2023-01-05,1002,16.06,19.35,201,6,Summer,Yes,No
2023-09-12,1002,19.25,20.12,144,7,Fall,No,Yes
2023-03-08,1002,23.26,28.11,211,6,Summer,Yes,No
2023-09-11,1002,21.1,20.85,106,5,Spring,No,Yes
2023-09-19,1002,24.75,24.56,145,2,Spring,Yes,No
2023-07-26,1002,19.92,20.98,173,2,Fall,Yes,No
2023-12-23,1002,16.42,19.97,123,7,Summer,No,Yes
2023-05-25,1002,29.28,29.6,54,3,Spring,Yes,Yes
2023-12-04,1002,30.94,22.88,184,5,Winter,No,No
2023-03-11,1002,32.24,24.02,106,7,Winter,No,Yes
2023-11-19,1002,33.04,24.28,173,4,Winter,Yes,No
2023-07-18,1002,24.82,24.35,120,5,Spring,No,Yes
2023-08-20,1002,26.4,28.28,204,7,Fall,No,No
2023-02-17,1002,23.88,28.73,189,6,Summer,Yes,No
2023-06-04,1002,35.93,27.2,191,6,Winter,Yes,Yes
2023-02-19,1002,16.6,20.74,164,4,Summer,No,Yes
2023-12-27,1002,19.4,23.57,160,3,Summer,No,No
2023-10-28,1002,23.16,24.63,181,4,Fall,Yes,Yes
2023-09-16,1002,20.61,21.89,155,6,Fall,Yes,Yes
2023-08-07,1002,17.37,20.89,78,2,Summer,Yes,No
2023-02-02,1002,33.17,24.92,123,7,Winter,Yes,Yes
2023-07-13,1002,34.31,25.96,138,2,Winter,No,No
2023-03-22,1002,17.93,22.29,180,7,Summer,No,No
2023-04-07,1002,18.86,23.11,173,4,Summer,Yes,Yes
2023-06-28,1002,20.03,20.88,166,2,Fall,No,Yes
2023-08-18,1002,32.68,24.26,121,6,Winter,Yes,No
2023-12-09,1002,22.82,23.53,139,4,Fall,Yes,Yes
2023-03-23,1002,21.55,21.3,176,7,Spring,Yes,Yes
2023-10-24,1002,33.05,24.64,93,7,Winter,Yes,Yes
2023-10-27,1002,16.32,20.36,161,7,Summer,Yes,No
2023-11-15,1002,38.74,28.84,123,7,Winter,Yes,No
2023-09-05,1002,26.01,27.17,174,4,Fall,Yes,No
2023-04-18,1002,32.35,23.94,66,3,Winter,Yes,No
2023-01-29,1002,31.87,23.56,58,3,Winter,No,No
2023-10-14,1002,24.98,26.09,100,3,Fall,No,No
2023-09-07,1002,22.49,22.9,83,1,Spring,No,Yes
2023-01-12,1002,22.45,22.63,139,4,Spring,Yes,Yes
2023-12-13,1002,24.29,25.3,156,1,Fall,Yes,No
2023-12-21,1002,29.1,21.65,171,7,Winter,No,Yes
2023-10-05,1002,34.18,25.63,83,1,Winter,Yes,No
2023-09-05,1002,21.29,21.63,182,6,Spring,No,Yes
2023-07-21,1002,19.66,20.31,195,3,Fall,No,No
2023-10-25,1002,18.23,22.64,127,1,Summer,No,No
2023-02-12,1002,24.88,25.31,213,6,Spring,No,Yes
2023-11-11,1002,28.5,20.34,63,4,Winter,No,No
2023-09-21,1002,26.13,26.01,187,6,Spring,No,No
2023-03-24,1002,21.7,26.58,86,4,Summer,Yes,Yes
2023-04-29,1002,16.53,19.96,191,4,Summer,No,Yes
2023-01-06,1002,24.49,26.26,96,3,Fall,Yes,Yes
2023-02-03,1002,25.36,25.74,193,3,Spring,Yes,No
2023-04-20,1002,19.93,24.06,175,3,Summer,Yes,No
2023-03-26,1002,21.46,22.62,122,5,Fall,No,No
2023-02-22,1002,24.02,28.5,134,5,Summer,Yes,Yes
2023-02-10,1002,30.97,22.99,86,7,Winter,No,No
2023-04-03,1002,22.83,22.39,139,2,Spring,No,No
2023-02-11,1002,27.09,28.51,196,1,Fall,No,No
2023-09-19,1002,25.05,24.65,121,6,Spring,Yes,No
2023-07-08,1002,18.13,21.79,78,5,Summer,No,No
2023-01-27,1002,26.53,27.69,213,7,Fall,Yes,No
2023-03-07,1002,24.26,25.51,82,2,Fall,Yes,No
2023-07-23,1002,34.84,26.06,64,3,Winter,Yes,No
2023-04-20,1002,18.41,22.93,69,1,Summer,Yes,Yes
2023-10-05,1002,24.05,25.56,83,3,Fall,Yes,Yes
2023-12-06,1002,24.68,24.64,161,3,Spring,No,Yes
2023-09-28,1002,34.58,26.12,143,4,Winter,No,Yes
2023-10-25,1002,22.3,26.65,78,2,Summer,No,No
2023-09-02,1002,28.18,28.18,73,2,Spring,No,Yes
2023-09-05,1002,20.03,24.43,112,5,Summer,Yes,Yes
2023-06-24,1002,21.2,22.82,123,6,Fall,Yes,Yes
2023-07-27,1002,38.69,29.46,148,2,Winter,Yes,No
2023-01-22,1002,21.3,21.14,123,4,Spring,No,Yes
2023-09-28,1003,30.53,36.01,98,3,Summer,Yes,No
2023-03-01,1003,49.31,37.92,83,5,Winter,No,No
2023-06-27,1003,28.97,28.68,112,4,Spring,No,Yes
2023-12-15,1003,42.43,31.9,176,5,Winter,No,No
2023-08-27,1003,48.8,37.54,117,3,Winter,No,No
2023-10-13,1003,38.68,29.09,162,4,Winter,Yes,Yes
2023-12-14,1003,34.06,36.19,108,5,Fall,No,No
2023-01-13,1003,30.21,30.52,184,7,Spring,Yes,No
2023-11-01,1003,48.1,36.6,114,2,Winter,Yes,No
2023-11-07,1003,44.33,34.11,51,3,Winter,Yes,Yes
2023-12-17,1003,36.67,36.63,125,5,Spring,No,No
2023-10-19,1003,32.31,32.25,159,7,Spring,Yes,Yes
2023-01-04,1003,24.73,29.77,191,3,Summer,No,Yes
2023-04-29,1003,32.41,38.35,59,2,Summer,Yes,No
2023-10-02,1003,41.09,31.58,99,4,Winter,Yes,No
2023-08-11,1003,31.99,37.51,94,1,Summer,Yes,No
2023-01-08,1003,32.38,31.94,193,6,Spring,No,No
2023-11-27,1003,25.49,30.4,50,4,Summer,No,Yes
2023-10-15,1003,31.9,33.14,192,6,Fall,Yes,No
2023-06-15,1003,49.42,38.16,86,1,Winter,No,Yes
2023-04-13,1003,37.41,37.12,158,2,Spring,No,No
2023-09-03,1003,38.92,29.48,181,6,Winter,Yes,Yes
2023-03-14,1003,27.04,31.9,211,7,Summer,Yes,Yes
2023-09-25,1003,32.4,37.78,69,1,Summer,Yes,Yes
2023-12-30,1003,26.01,31.36,103,6,Summer,No,Yes
2023-11-15,1003,25.43,30.0,181,7,Summer,Yes,No
2023-01-18,1003,27.8,33.22,190,5,Summer,Yes,No
2023-06-10,1003,28.13,29.71,199,3,Fall,No,No
2023-12-04,1003,30.71,35.88,119,7,Summer,No,Yes
2023-10-16,1003,30.25,31.56,181,6,Fall,Yes,Yes
2023-04-24,1003,28.4,30.35,64,1,Fall,Yes,No
2023-01-17,1003,28.32,33.89,139,1,Summer,Yes,Yes
2023-05-31,1003,36.87,36.53,141,1,Spring,No,No
2023-06-25,1003,30.4,36.15,54,4,Summer,No,Yes
2023-03-20,1003,31.62,31.99,89,1,Spring,No,Yes
2023-07-08,1003,31.94,33.16,170,1,Fall,Yes,Yes
2023-05-05,1003,32.48,32.49,82,3,Spring,No,Yes
2023-01-29,1003,27.71,33.14,81,7,Summer,Yes,Yes
2023-11-19,1003,40.72,31.35,137,3,Winter,No,No
2023-04-04,1003,36.42,38.49,207,7,Fall,No,Yes
2023-01-28,1003,30.07,30.37,87,1,Spring,No,Yes
2023-02-01,1003,26.52,31.41,130,1,Summer,Yes,Yes
2023-07-20,1003,31.7,37.51,93,7,Summer,Yes,Yes
2023-04-08,1003,35.43,37.75,174,6,Fall,Yes,Yes
2023-06-19,1003,37.13,36.89,62,7,Spring,Yes,Yes
2023-04-06,1003,36.24,36.31,118,5,Spring,No,No
2023-08-18,1003,33.25,33.07,139,2,Spring,Yes,No
2023-09-29,1003,30.34,36.15,62,7,Summer,Yes,No
2023-06-19,1003,25.93,30.92,125,7,Summer,Yes,Yes
2023-05-27,1003,31.73,31.25,199,2,Spring,Yes,No
2023-07-26,1003,43.76,33.19,58,3,Winter,No,Yes
2023-07-24,1003,31.65,37.45,161,7,Summer,Yes,No
2023-04-06,1003,43.0,32.64,144,7,Winter,Yes,Yes
2023-03-07,1003,36.65,38.37,153,4,Fall,No,No
2023-03-31,1003,26.79,31.42,56,2,Summer,Yes,Yes
2023-08-13,1003,49.4,37.76,145,6,Winter,Yes,No
2023-04-05,1003,34.37,34.43,111,4,Spring,Yes,Yes
2023-12-03,1003,31.57,36.97,73,2,Summer,Yes,No
2023-06-08,1003,33.12,33.52,78,6,Spring,No,No
2023-07-14,1003,25.9,30.61,105,2,Summer,Yes,Yes
2023-04-08,1003,34.43,34.01,147,1,Spring,No,No
2023-04-25,1003,28.97,30.61,97,3,Fall,Yes,No
2023-01-03,1003,27.85,33.35,143,2,Summer,No,Yes
2023-06-20,1003,32.23,32.47,182,4,Spring,No,No
2023-05-17,1003,35.43,35.61,54,2,Spring,No,Yes
2023-02-18,1003,48.36,37.17,176,5,Winter,No,No
2023-07-22,1003,27.51,28.47,129,7,Fall,No,Yes
2023-07-02,1003,29.44,34.85,80,5,Summer,Yes,Yes
2023-06-03,1003,31.7,31.58,53,5,Spring,Yes,Yes
2023-02-27,1003,35.45,37.68,164,2,Fall,Yes,Yes
2023-02-05,1003,32.47,34.14,188,5,Fall,No,No
2023-09-22,1003,45.6,34.66,196,2,Winter,Yes,No
2023-05-08,1003,32.96,34.68,180,5,Fall,Yes,Yes
2023-06-19,1003,35.01,37.0,169,3,Fall,Yes,No
2023-10-01,1003,26.58,31.55,67,4,Summer,Yes,No
2023-01-04,1003,48.94,38.17,136,1,Winter,Yes,No
2023-05-18,1003,32.62,38.7,62,2,Summer,No,Yes
2023-01-30,1003,24.91,29.73,134,5,Summer,Yes,No
2023-12-18,1003,25.06,30.28,170,4,Summer,No,No
2023-04-28,1003,32.28,32.7,69,2,Spring,No,No
2023-06-23,1003,31.41,36.78,146,6,Summer,Yes,Yes
2023-03-10,1003,35.15,37.24,105,5,Fall,No,Yes
2023-01-18,1003,45.19,35.12,149,1,Winter,No,Yes
2023-04-11,1003,29.11,28.91,103,7,Spring,Yes,No
2023-08-26,1003,30.02,29.81,181,1,Spring,No,Yes
2023-10-09,1003,30.23,35.86,172,3,Summer,Yes,No
2023-02-01,1003,31.62,37.52,171,3,Summer,No,No
2023-07-19,1003,32.76,33.24,169,4,Spring,No,No
2023-04-01,1003,39.46,29.84,64,3,Winter,Yes,No
2023-03-07,1003,44.29,34.23,173,1,Winter,No,No
2023-01-28,1003,44.78,34.23,111,6,Winter,No,Yes
2023-07-16,1003,44.89,34.43,95,1,Winter,No,No
2023-07-21,1003,40.1,30.42,65,3,Winter,Yes,No
2023-01-25,1003,31.54,31.34,138,3,Spring,Yes,Yes
2023-10-31,1003,47.71,36.67,126,4,Winter,Yes,Yes
2023-08-30,1003,36.38,38.46,135,5,Fall,No,No
2023-02-15,1003,26.83,31.34,92,6,Summer,Yes,No
2023-05-27,1003,32.15,33.83,87,4,Fall,No,No
2023-02-17,1003,36.72,38.97,91,5,Fall,Yes,Yes
2023-07-20,1003,32.04,33.86,187,1,Fall,No,No
2023-04-30,1003,28.76,28.41,147,4,Spring,Yes,No
2023-11-28,1003,48.28,37.72,122,1,Winter,No,Yes
2023-04-10,1003,32.94,34.21,101,6,Fall,Yes,Yes
2023-09-24,1003,41.56,31.34,60,1,Winter,No,No
2023-11-07,1003,29.09,30.28,137,4,Fall,Yes,Yes
2023-03-15,1003,31.65,31.69,108,6,Spring,No,No
2023-05-05,1003,28.32,29.64,93,4,Fall,Yes,Yes
2023-08-12,1003,38.41,38.78,198,2,Spring,Yes,Yes
2023-12-23,1003,37.99,38.23,182,2,Spring,No,Yes
2023-10-09,1003,40.39,30.36,212,7,Winter,Yes,No
2023-12-13,1003,31.82,37.68,100,5,Summer,Yes,No
2023-11-09,1003,31.64,37.09,66,4,Summer,No,No
